UNIQUE INTERNAL CODE	PRODUCT NAME	PRODUCT DESCRIPTION	PRODUCT PRICE	PRODUCT URL	IMAGE URL	CATEGORY	SHIPPING COST	GENDER	COLOR	GOOGLE TAX	MANUFACTURER	Google Age Group	MPN(Manufacturer Part Number)
15500	Turquoise American-Southwest Rings  in Sterling Silver	Turquoise rings This ring features a round Turquoise cabochon with black veining set in handcrafted sterling silver frame with an embossed zig zag detail. -Stone size is 20 mm.   	45	http://www.semiprecious.com/detail.cfm?itemnumber=15500	http://www.semiprecious.com/images/rings/15500.jpg	Clothing & Accessories > Jewelry > rings	3.99	f	green	US:TX:8.25:y	Semiprecious.com	Adult	15500
16465	Aventurine Clustered Necklaces	Aventurine Necklaces This necklace has round green Aventurine beads clustered together in a silver metallic chain. Necklace is 16.5 to 18 inch long with silver metallic lobster clasp and 1.5 inch long extension chain. Bead size is 5x5 mm Approx.    	53	http://www.semiprecious.com/detail.cfm?itemnumber=16465	http://www.semiprecious.com/images/Necklaces/16465.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	green	US:TX:8.25:y	Semiprecious.com	Adult	16465
18166	Carnelian Necklaces	Carnelian Necklaces A very beautiful necklace, with various shades and reflections.18 inch with clasp.amber chipped single line	44	http://www.semiprecious.com/detail.cfm?itemnumber=18166	http://www.semiprecious.com/images/Necklaces/18166.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	black,brown,red	US:TX:8.25:y	Semiprecious.com	Adult	18166
18516	Sapphire Heart Pendants  in Sterling Silver	Sapphire pendants Charming sapphire heart pendent set in sterling silver. Stone sizes are approx. 2 mm in diameter. 0.7 inches long with bail.	50	http://www.semiprecious.com/detail.cfm?itemnumber=18516	http://www.semiprecious.com/images/pendants/18516.jpg	Clothing & Accessories > Jewelry > pendants	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	18516
17413	Carnelian Classic Earrings	Carnelian earrings Sterling silver lever back earrings with 21mm x 29mm carnelian and 4mm faceted black onyx bead drop. These earrings hang approximately 55mm..925 Sterling Silver 	48	http://www.semiprecious.com/detail.cfm?itemnumber=17413	http://www.semiprecious.com/images/earrings/17413.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	black,brown	US:TX:8.25:y	Semiprecious.com	Adult	17413
17414	Pearl Contemporary Earrings	Pearl earrings Sterling silver lever back earrings with 10mm bronze shell base pearl, 7mm cultured freshwater pearl and 6mm faceted coin czech glass bead. The earrings hang approximately 30mm..925 Sterling Silver	35	http://www.semiprecious.com/detail.cfm?itemnumber=17414	http://www.semiprecious.com/images/earrings/17414.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	brown,white	US:TX:8.25:y	Semiprecious.com	Adult	17414
17416	Jasper Classic Earrings	Jasper earrings Copper french wire earrings with 12mm jasper coin bead and 10mm shell base pearl drop. The earrings hang approximately 45mm.   	24	http://www.semiprecious.com/detail.cfm?itemnumber=17416	http://www.semiprecious.com/images/earrings/17416.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	blue,brown	US:TX:8.25:y	Semiprecious.com	Adult	17416
17421	Turquoise Classic Earrings	Turquoise earrings 14/20 gold filled french wire earrings with 10mm turquoise and 6mm faceted gold tone glass bead. These earrings hang approximately 35mm.	27	http://www.semiprecious.com/detail.cfm?itemnumber=17421	http://www.semiprecious.com/images/earrings/17421.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	green,white	US:TX:8.25:y	Semiprecious.com	Adult	17421
17446	Jasper Contemporary Earrings	Jasper earrings Sterling silver french wire drop earrings with 8mm kambaba jasper and 11mm x 15mm abalone shell..925 Sterling Silver	29	http://www.semiprecious.com/detail.cfm?itemnumber=17446	http://www.semiprecious.com/images/earrings/17446.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	gray	US:TX:8.25:y	Semiprecious.com	Adult	17446
17449	Amethyst Classic Earrings	Amethyst earrings Oxidized sterling silver ornate earrings with beaded swirl design, 5.5mm round amethyst and 6mm x 7.5mm oval amethyst. The earrings measure approximately 25mm x 47mm..925 Sterling Silve	87	http://www.semiprecious.com/detail.cfm?itemnumber=17449	http://www.semiprecious.com/images/earrings/17449.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	purple	US:TX:8.25:y	Semiprecious.com	Adult	17449
17450	Citrine Contemporary Earrings	Citrine earrings Hammered sterling silver earrings with a 6mm citrine stone. The earrings measure approximately 30mm x 50mm..925 Sterling Silver	73	http://www.semiprecious.com/detail.cfm?itemnumber=17450	http://www.semiprecious.com/images/earrings/17450.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	yellow	US:TX:8.25:y	Semiprecious.com	Adult	17450
17451	Pearl Brides-Maids Earrings	Pearl earrings Bali style oxidized sterling silver and 5.5mm cultured freshwater pearl hook with 14 karat gold plated accents. The earrings are approximately 3mm x 24mm..925 Sterling Silver	62	http://www.semiprecious.com/detail.cfm?itemnumber=17451	http://www.semiprecious.com/images/earrings/17451.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	white	US:TX:8.25:y	Semiprecious.com	Adult	17451
17459	Ruby Contemporary Earrings	Ruby earrings Sterling silver french wire earrings with 41mm cut out design and 15mm faceted ruby drop. The earrings measure 41mm x 53mm..925 Sterling Silver	111	http://www.semiprecious.com/detail.cfm?itemnumber=17459	http://www.semiprecious.com/images/earrings/17459.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	red	US:TX:8.25:y	Semiprecious.com	Adult	17459
17463	Peridot Contemporary Earrings	Peridot earrings Polished sterling silver leaf design earrings with 4mm x 6mm peridot. The earrings measure approximately 17mm x 59mm..925 Sterling Silver	100	http://www.semiprecious.com/detail.cfm?itemnumber=17463	http://www.semiprecious.com/images/earrings/17463.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	green	US:TX:8.25:y	Semiprecious.com	Adult	17463
17464	Rose Quartz Contemporary Earrings	Rose quartz earrings Polished sterling silver french wire earrings with cut out pattern design and 9mm faceted rose quartz..925 Sterling Silver	73	http://www.semiprecious.com/detail.cfm?itemnumber=17464	http://www.semiprecious.com/images/earrings/17464.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	pink	US:TX:8.25:y	Semiprecious.com	Adult	17464
17467	Amethyst Classic Earrings	Amethyst earrings Sterling silver french wire earrings with 15mm amethyst and 10mm x 13.5mm ocean jasper beads. The earrings hang approximately 47mm..925 Sterling Silver    	26	http://www.semiprecious.com/detail.cfm?itemnumber=17467	http://www.semiprecious.com/images/earrings/17467.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	brown,purple	US:TX:8.25:y	Semiprecious.com	Adult	17467
17468	Amazonite Valentine's Day Earrings	Amazonite earrings Sterling silver and 13mm x 17.5mm oval amazonite bead french wire earrings. The earrings hang approximately 36mm..925 Sterling Silver	24	http://www.semiprecious.com/detail.cfm?itemnumber=17468	http://www.semiprecious.com/images/earrings/17468.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	green	US:TX:8.25:y	Semiprecious.com	Adult	17468
17473	Jasper Classic Earrings	Jasper earrings Sterling silver lever back earrings with 21mm picasso jasper disc drop. The color and design pattern in the jasper stones will vary due to the nature of the stone. The earrings hang approximately 37.5mm..925 Sterling Silver 	29	http://www.semiprecious.com/detail.cfm?itemnumber=17473	http://www.semiprecious.com/images/earrings/17473.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	brown	US:TX:8.25:y	Semiprecious.com	Adult	17473
17476	Blue Quartz Contemporary Earrings	Blue quartz earrings Textured and twisted sterling silver french wire earrings with geometric design and blue quartz. The stones measure approximately 6mm and 8mm. The cultured freshwater pearl is approximately 4.5mm. Earrings hang approximately 63mm..925 Sterling Silver	124	http://www.semiprecious.com/detail.cfm?itemnumber=17476	http://www.semiprecious.com/images/earrings/17476.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	17476
17480	Onyx Contemporary Earrings	Onyx earrings Square oxidized sterling silver wire earrings with a 3mm faceted black onyx center. Earrings hang approximately 25mm..925 Sterling Silver	47	http://www.semiprecious.com/detail.cfm?itemnumber=17480	http://www.semiprecious.com/images/earrings/17480.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	black	US:TX:8.25:y	Semiprecious.com	Adult	17480
17481	Turquoise Contemporary Earrings	Turquoise earrings Sterling silver french wire earrings with textured sterling silver bar, 14 karat gold plated accent, and two 4mm turquoise beads. Earrings measure 28mm x 55mm. Earrings hang approximately 45mm..925 Sterling Silver	39	http://www.semiprecious.com/detail.cfm?itemnumber=17481	http://www.semiprecious.com/images/earrings/17481.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	17481
17582	Aventurine Ganesha Healing	Aventurine Healing Green Aventurine Buddha size-7.6 inches tall	0	http://www.semiprecious.com/detail.cfm?itemnumber=17582	http://www.semiprecious.com/images/Healing/17582.jpg	Clothing & Accessories > Jewelry > Healing	3.99	f	green	US:TX:8.25:y	Semiprecious.com	Adult	17582
17585	Aventurine Ganesha Healing	Aventurine Healing Green Aventurine Buddha size-6.2inches tall	0	http://www.semiprecious.com/detail.cfm?itemnumber=17585	http://www.semiprecious.com/images/Healing/17585.jpg	Clothing & Accessories > Jewelry > Healing	3.99	f	green	US:TX:8.25:y	Semiprecious.com	Adult	17585
17746	Shell Contemporary Necklaces	Shell Necklaces 16” + 2” extension 14/20 gold filled necklace with shell nuggets, teal baroque cultured freshwater pearls and 8mm bronze shell base pearls. This necklace has a lobster clasp closure. 	120	http://www.semiprecious.com/detail.cfm?itemnumber=17746	http://www.semiprecious.com/images/Necklaces/17746.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	blue,multi-color	US:TX:8.25:y	Semiprecious.com	Adult	17746
17747	Pearl Contemporary Necklaces	Pearl Necklaces 16” + 2” extension sterling silver necklace with 6mm blue faceted glass, 3mm silver cultured freshwater pearls, 4mm blue crystals and 10mm blue fire agate beads. This necklace has a lobster clasp closure..925 Sterling Silver   	73	http://www.semiprecious.com/detail.cfm?itemnumber=17747	http://www.semiprecious.com/images/Necklaces/17747.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	blue,gray	US:TX:8.25:y	Semiprecious.com	Adult	17747
17753	Amazonite Contemporary Necklaces	Amazonite Necklaces 16” + 2” extension sterling silver necklace with multistones. The stones are amazonite, amethyst, ocean jasper and blue green agate. The amethyst stones are freeform and will vary in shape and size. The round beads are 13.5mm, oval beads are 9mm x 13mm and 13mm x 17mm..925 Sterling Silver	110	http://www.semiprecious.com/detail.cfm?itemnumber=17753	http://www.semiprecious.com/images/Necklaces/17753.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	purple	US:TX:8.25:y	Semiprecious.com	Adult	17753
17754	Abalone Contemporary Necklaces  in Sterling Silver	Abalone Necklaces 17” + 2” extension twisted tube sterling silver necklace. The beads are 9mm square, 9mm x 11mm oval and 11.5mm sterling silver, 10mm abalone, 17mm x 13mm amazonite, 9.5mm grey rice pearl, 10mm aqua jasper and 12.5mm glass. This necklace has a lobster clasp closure..925 Sterling Silver  	70	http://www.semiprecious.com/detail.cfm?itemnumber=17754	http://www.semiprecious.com/images/Necklaces/17754.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	multi-color	US:TX:8.25:y	Semiprecious.com	Adult	17754
17756	Jasper Contemporary Necklaces	Jasper Necklaces 16” + 2” extension picasso jasper drop necklace. The stones are 16mm discs and 12.5mm x 16.5mm ovals with 2.5mm sterling silver beads separating the jasper. The drop is 29mm x 40mm. The color and design pattern in the jasper stones will vary due to the nature of the stone. The necklace has a lobster clasp closure..925 Sterling Silver	79	http://www.semiprecious.com/detail.cfm?itemnumber=17756	http://www.semiprecious.com/images/Necklaces/17756.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	blue,green	US:TX:8.25:y	Semiprecious.com	Adult	17756
17757	Pearl Contemporary Necklaces	Pearl Necklaces 16.5” + 2” extension necklace with 5mm cultured freshwater pearls, 6mm rhodocrosite beads and freeform rhodocrosite nuggets. This necklace has a lobster clasp closure..925 Sterling Silver 	52	http://www.semiprecious.com/detail.cfm?itemnumber=17757	http://www.semiprecious.com/images/Necklaces/17757.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	pink,white	US:TX:8.25:y	Semiprecious.com	Adult	17757
17890	Smoky Quartz Classic Rings  in Sterling Silver	Smoky Quartz rings Sterling silver cut out design band with a 12mm square faceted smoky quartz stone. This ring is available in whole sizes 6-9. Size 7 is currently out of stock. .925 Sterling Silver	70	http://www.semiprecious.com/detail.cfm?itemnumber=17890	http://www.semiprecious.com/images/rings/17890.jpg	Clothing & Accessories > Jewelry > rings	3.99	f	brown	US:TX:8.25:y	Semiprecious.com	Adult	17890
17893	Carnelian Estate Earrings	Carnelian Earrings Designer Collection by AlzerinaFifth Avenue Medium Wear this beauty to stand out from the crowd.Materials:Encrusted with Swarovski crystals and finished with leather on a 24kt gold filed over 925 sterling silver.  Size 2 inches in length	330	http://www.semiprecious.com/detail.cfm?itemnumber=17893	http://www.semiprecious.com/images/Earrings/17893.jpg	Clothing & Accessories > Jewelry > Earrings	3.99	f	red,white	US:TX:8.25:y	Semiprecious.com	Adult	17893
888	Pearl Multistrand Necklaces	Pearl Necklaces Double strand pearl necklace with amethyst beads. Click the yellow Make a Set button to add matching dangling earrings.   	46	http://www.semiprecious.com/detail.cfm?itemnumber=888	http://www.semiprecious.com/images/Necklaces/888.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	purple,white	US:TX:8.25:y	Semiprecious.com	Adult	888
1012	Lapis Lazuli Chunky Necklaces	Lapis Lazuli Necklaces Lapiz Lazuli flat irregular shaped beades knotted in between. 32 inches long with knotting between beads. Bead size 15mm to 24mm   	40	http://www.semiprecious.com/detail.cfm?itemnumber=1012	http://www.semiprecious.com/images/Necklaces/1012.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	1012
7713	Citrine Tumbled Necklaces  in Sterling Silver	Citrine Necklaces Citrine tumbled necklace with 92.5 silver clasp. 15 to 18 inches long with 3 inch long extension chain. Bead size - 16mm approx. (in the current stock color of the beads are lighter than the photograph).   	20	http://www.semiprecious.com/detail.cfm?itemnumber=7713	http://www.semiprecious.com/images/Necklaces/7713.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	yellow	US:TX:8.25:y	Semiprecious.com	Adult	7713
7928	Tiger Eye Earrings  in Sterling Silver	Tiger eye Earrings 1 inch (without earwire) long earrings with tiger eye set in 92.5 silver. Stone size 7mm.   	25	http://www.semiprecious.com/detail.cfm?itemnumber=7928	http://www.semiprecious.com/images/Earrings/7928.jpg	Clothing & Accessories > Jewelry > Earrings	3.99	f	brown	US:TX:8.25:y	Semiprecious.com	Adult	7928
8037	Blue Topaz Gothic-Medieval Earrings  in Sterling Silver	Blue Topaz Earrings This eye catching earring design owes its charm to the perfectly cut Swiss Blue topaz mounted on it. The pristine stone together with the ornate silver frame will draw all attention to your ears. 0.5 inch diameter. Faceted cut on the stones. Stone size 6 mm. (Stone is smaller than shown in picture). Total Carat Weight (TCW) = 1.20 carats.   	28	http://www.semiprecious.com/detail.cfm?itemnumber=8037	http://www.semiprecious.com/images/Earrings/8037.jpg	Clothing & Accessories > Jewelry > Earrings	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	8037
8421	Chalcedony Drop Pendants	Chalcedony Pendants Blue chalcedony onyx drop pendulum pendant with silver bail. VERY soothing, very rare. Yours may be mottled as shown or a translucent color matching the lighter colored spots shown in this piece. Pendant size varies - approx. 1 inch long.   	10	http://www.semiprecious.com/detail.cfm?itemnumber=8421	http://www.semiprecious.com/images/Pendants/8421.jpg	Clothing & Accessories > Jewelry > Pendants	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	8421
9424	Blue Topaz Earrings  in Sterling Silver	Blue Topaz earrings Faceted blue topaz earrings. Set in sterling silver. 1.5 inches long (without earwire). Stone size 6mm. Total Carat Weight(TCW) = 1.10 carats approx.   	35	http://www.semiprecious.com/detail.cfm?itemnumber=9424	http://www.semiprecious.com/images/earrings/9424.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	9424
9919	Amethyst Post Earrings	Amethyst earrings Faceted amethyst stud earrings set in gold plated silver frame. Stone size 6x8 mm   	32	http://www.semiprecious.com/detail.cfm?itemnumber=9919	http://www.semiprecious.com/images/earrings/9919.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	purple	US:TX:8.25:y	Semiprecious.com	Adult	9919
10323	Crystal Donut Pendants	Crystal pendants Clear crystal donut pendant with silver bail. 1 inch long. 22mm diameter.   	16	http://www.semiprecious.com/detail.cfm?itemnumber=10323	http://www.semiprecious.com/images/pendants/10323.jpg	Clothing & Accessories > Jewelry > pendants	3.99	f	white	US:TX:8.25:y	Semiprecious.com	Adult	10323
10390	Sapphire Bracelets  in Sterling Silver	Sapphire bracelets This spectacular bracelet features princess cut round sapphires strung together in sterling silver. With toggle clasp. These Indian sapphires are mildly color treated for extra brightness.  Stone size 14mm.   	170	http://www.semiprecious.com/detail.cfm?itemnumber=10390	http://www.semiprecious.com/images/bracelets/10390.jpg	Clothing & Accessories > Jewelry > bracelets	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	10390
10772	Labradorite Flower Earrings  in Sterling Silver	Labradorite earrings These sparkling earring display labradorite gemstones set in sterling silver. 1 inch long (not including earwire). Smallest stone size 3mm, largest stone size 6mm. Total carat weight (TCW) = 6.30 carats approx.   	58	http://www.semiprecious.com/detail.cfm?itemnumber=10772	http://www.semiprecious.com/images/earrings/10772.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	10772
11247	Mother-Of-Pearl Chipped Bracelets	Mother-of-pearl bracelets Creamy ivory-colored Mother of Pearl chip stretch bracelet. Beads cluster in a 1.5-inch wide band giving off flashes of rainbow reds and pinks.   	28	http://www.semiprecious.com/detail.cfm?itemnumber=11247	http://www.semiprecious.com/images/bracelets/11247.jpg	Clothing & Accessories > Jewelry > bracelets	3.99	f	white	US:TX:8.25:y	Semiprecious.com	Adult	11247
11411	Citrine Rings  in Sterling Silver	Citrine rings The king size classy Citrine takes the credit for the appeal of this gemstone silver ring. set in an ornate and stylish frame, the golden yellow gemstone never fails to draw attention and win compliments. Stone size is 20mm x 14mm.   	55	http://www.semiprecious.com/detail.cfm?itemnumber=11411	http://www.semiprecious.com/images/rings/11411.jpg	Clothing & Accessories > Jewelry > rings	3.99	f	yellow	US:TX:8.25:y	Semiprecious.com	Adult	11411
11738	Jasper Beads	Jasper beads Jasper kite shape beads. Bead size - 14mm x 14mm.    	47	http://www.semiprecious.com/detail.cfm?itemnumber=11738	http://www.semiprecious.com/images/beads/11738.jpg	Clothing & Accessories > Jewelry > beads	3.99	f	red	US:TX:8.25:y	Semiprecious.com	Adult	11738
11753	Jasper  Beads	Jasper Beads Jasper drop beads. Bead size - 12mm x 8mm to 25mm x 11mm. 1Select length from drop down option strand   	35	http://www.semiprecious.com/detail.cfm?itemnumber=11753	http://www.semiprecious.com/images/Beads/11753.jpg	Clothing & Accessories > Jewelry > Beads	3.99	f	Green,Brown,Black	US:TX:8.25:y	Semiprecious.com	Adult	11753
12632	Peridot Contemporary Necklaces  in Sterling Silver	Peridot necklaces This necklace features oval faceted peridot stones set in sterling silver with chain links between them, leading to an inverted drop peridot.  Closes with lobster clasp and 3 inch long extension chain.  -Adjustable from 16 to 19 inches long.-Stone size is 8 mm x 6 mm.   	49	http://www.semiprecious.com/detail.cfm?itemnumber=12632	http://www.semiprecious.com/images/necklaces/12632.jpg	Clothing & Accessories > Jewelry > necklaces	3.99	f	green	US:TX:8.25:y	Semiprecious.com	Adult	12632
13217	Blue Topaz Earrings  in Sterling Silver	Blue topaz earrings Sterling silver danglers prong set with faceted blue topaz gemstones. Approx 1 inch long. Stone size 2 mm. Stone weight - 2.4 carat.    	45	http://www.semiprecious.com/detail.cfm?itemnumber=13217	http://www.semiprecious.com/images/earrings/13217.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	13217
14152	Green Amethyst Gothic-Medieval Rings  in Sterling Silver	Green Amethyst rings A stylish ring set with a sparkling minty Green Amethyst stone. The glittering stone is captured in a prong setting on an interestingly decorated cast silver band. Stone size - 9 x 11 mm.	44	http://www.semiprecious.com/detail.cfm?itemnumber=14152	http://www.semiprecious.com/images/rings/14152.jpg	Clothing & Accessories > Jewelry > rings	3.99	f	green	US:TX:8.25:y	Semiprecious.com	Adult	14152
14428	Mohave Earrings  in Sterling Silver	Mohave Earrings The vibrant beauty of these earrings lies in two finely cut Purple Mohave cabochons dangling in the center of silver round rings. The finely cut gemstones are bezel set in sterling silver. 2 inches long (measured without earwire). Smallest stone size - 6mm, largest stone size - 6x9 mm.     	32	http://www.semiprecious.com/detail.cfm?itemnumber=14428	http://www.semiprecious.com/images/Earrings/14428.jpg	Clothing & Accessories > Jewelry > Earrings	3.99	f	brown,purple,multi-color	US:TX:8.25:y	Semiprecious.com	Adult	14428
14461	Lapis Lazuli Necklaces	Lapis lazuli Necklaces This unusual designer necklace features drop cut blue lapis lazuli set in sterling silver. It is 16 to 19 inches long with lobster clasp and 3 inches long extension chain. Smallest stone size is 4x8 mm, largest stone size is 7x11 mm.   	66	http://www.semiprecious.com/detail.cfm?itemnumber=14461	http://www.semiprecious.com/images/Necklaces/14461.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	14461
14784	Garnet Bracelets  in Sterling Silver	Garnet bracelets This bracelet displays round shaped red color garnet gemstones bezel set in designer sterling silver chain frame  bracelet. Comes with lobster clasp. Stone size - 3mm approx.   	40	http://www.semiprecious.com/detail.cfm?itemnumber=14784	http://www.semiprecious.com/images/bracelets/14784.jpg	Clothing & Accessories > Jewelry > bracelets	3.99	f	red	US:TX:8.25:y	Semiprecious.com	Adult	14784
14860	Moonstone Necklaces	Moonstone necklaces Moonstone beaded Necklace. Beautiful color variety of Moonstone beads to wear for any occasion.  Necklace is 16 to 19 inches long with 3 inch long silver metallic extension chain and silver metallic lobster clasp. Smallest bead size is 5 mm, largest bead size 10 mm.    	36	http://www.semiprecious.com/detail.cfm?itemnumber=14860	http://www.semiprecious.com/images/necklaces/14860.jpg	Clothing & Accessories > Jewelry > necklaces	3.99	f	multi-color	US:TX:8.25:y	Semiprecious.com	Adult	14860
15623	Crystal Necklaces	Crystal necklaces This necklace has Crystal coin with garnet oval and square beads with GR silver beads in between. Necklace is 17.5 inches long with S hook. Smallest bead size 5x5 mm, largest bead size 6x10 mm.   	40	http://www.semiprecious.com/detail.cfm?itemnumber=15623	http://www.semiprecious.com/images/necklaces/15623.jpg	Clothing & Accessories > Jewelry > necklaces	3.99	f	red,white	US:TX:8.25:y	Semiprecious.com	Adult	15623
16184	Multi-Stone Multistone Earrings	Multi-stone Earrings These Lovely Pair Of Earrings Has Chrysocola Square Beads, Turquoise Round Reads And Pearl Beads. 2.25 Inches Long. Smallest Stone Size - 4 mm And Largest Stone Size - 12x12 mm.   	13	http://www.semiprecious.com/detail.cfm?itemnumber=16184	http://www.semiprecious.com/images/Earrings/16184.jpg	Clothing & Accessories > Jewelry > Earrings	3.99	f	multi-color	US:TX:8.25:y	Semiprecious.com	Adult	16184
16454	Aventurine Clustered Necklaces	Aventurine Necklaces This necklace has Oval Yellow Aventurine beads clustered together in a metallic silver chain. Necklace is 16.5 to 18.5 inch long with silver metallic lobster clasp and 2 inch long extension chain. Bead size is 7x11 mm Approx.    	59	http://www.semiprecious.com/detail.cfm?itemnumber=16454	http://www.semiprecious.com/images/Necklaces/16454.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	yellow	US:TX:8.25:y	Semiprecious.com	Adult	16454
16832	Garnet Spheres Healing	Garnet healing Garnet round healing ball. Approx 55 mm round.   	52	http://www.semiprecious.com/detail.cfm?itemnumber=16832	http://www.semiprecious.com/images/healing/16832.jpg	Clothing & Accessories > Jewelry > healing	3.99	f	red	US:TX:8.25:y	Semiprecious.com	Adult	16832
824	Multi-Stone Chandelier Earrings  in Sterling Silver	Multi-stone Earrings Various semiprecious gemstones in sterling silver - Chanedelier earrings. 2 inches long. Beautiful, brilliant. A piece is missing in the picture, will ship full piece   	46	http://www.semiprecious.com/detail.cfm?itemnumber=824	http://www.semiprecious.com/images/Earrings/824.jpg	Clothing & Accessories > Jewelry > Earrings	3.99	f	red,multi-color	US:TX:8.25:y	Semiprecious.com	Adult	824
1066	Iolite Drop Earrings  in Sterling Silver	Iolite Earrings Iolite, derived from Ios meaning violet in Greek. Six elegant teardrops are handcrafted into this unique design. 1.75 inches long without earwire. Stone size 4x6mm   	36	http://www.semiprecious.com/detail.cfm?itemnumber=1066	http://www.semiprecious.com/images/Earrings/1066.jpg	Clothing & Accessories > Jewelry > Earrings	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	1066
1079	Lapis Lazuli Pencil Pendants  in Sterling Silver	Lapis Lazuli Pendants Lapis Lazuli silver pendant, octagonally cut-faceted, silver cap. Very elemental and raw feel to it. Approximately 1 inch   	30	http://www.semiprecious.com/detail.cfm?itemnumber=1079	http://www.semiprecious.com/images/Pendants/1079.jpg	Clothing & Accessories > Jewelry > Pendants	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	1079
1332	Sardonyx Drop Pendants	Sardonyx Pendants Sardonyx pendulum pendant pendulum approximately 1 inch long. Stone: 30mm x 16mm   	12	http://www.semiprecious.com/detail.cfm?itemnumber=1332	http://www.semiprecious.com/images/Pendants/1332.jpg	Clothing & Accessories > Jewelry > Pendants	3.99	f	red	US:TX:8.25:y	Semiprecious.com	Adult	1332
1344	Onyx Drop Pendants  in Sterling Silver	Onyx Pendants Deep blue onyx drop pendulum pendant. Approx 1 inch long. Silver bail. NOTE: Current stock is richer color blue than shown.   	13	http://www.semiprecious.com/detail.cfm?itemnumber=1344	http://www.semiprecious.com/images/Pendants/1344.jpg	Clothing & Accessories > Jewelry > Pendants	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	1344
3013	Lapis Lazuli Chipped Necklaces	Lapis Lazuli Necklaces Lapis lazuli has been a part of jewelry since being mined in Afghanistan 4000 BC. This lapis lazuli chip necklace is beautiful and exhibits the characteristic gold flakes of iron pyrite inclusions. Length 36 inches long.   	20	http://www.semiprecious.com/detail.cfm?itemnumber=3013	http://www.semiprecious.com/images/Necklaces/3013.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	3013
5190	Garnet Pets Pendants  in Sterling Silver	Garnet Pendants PET TAGS  by GYMSTONES.. Circle Round- Garnet Center/ Multi“Bling” for your pets. Circle Round PET TAGS (3/4 in dia.) are made of 925 sterling silver. bezel set (no prongs) with high quality semiprecious gemstones and vibrant cubic zirconium stones. Match PET TAGS to your pets birth month or mix and match to their favorite collar. All PET TAGS 	39	http://www.semiprecious.com/detail.cfm?itemnumber=5190	http://www.semiprecious.com/images/Pendants/5190.jpg	Clothing & Accessories > Jewelry > Pendants	3.99	f	red	US:TX:8.25:y	Semiprecious.com	Adult	5190
5486	Multi-Stone Chipped Bracelets	Multi-stone Bracelets Chipped beads multi-stone stretch bracelet. Will fit all adult sizes   	20	http://www.semiprecious.com/detail.cfm?itemnumber=5486	http://www.semiprecious.com/images/Bracelets/5486.jpg	Clothing & Accessories > Jewelry > Bracelets	3.99	f	multi-color	US:TX:8.25:y	Semiprecious.com	Adult	5486
