Item-name	Item-Description	category1	min-bid	sku	image-url	Shipping-fee	quantity	first-bidder-discount	take-it-price
"Pearl and garnet necklace, 24"""	"Pearl and garnet necklace, 24""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$18.00 	110	http://www.semiprecious.com/images/necklaces/prl42grn.jpg	$1.00 	10	y	$27.00 
"Pearl and lapis necklace, 24"""	"Pearl and lapis necklace, 24""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$19.00 	111	http://www.semiprecious.com/images/necklaces/prl42lap.jpg	$1.00 	4	y	$28.50 
"Pearl and spherical goldstone necklace, 24"""	"Pearl and spherical goldstone necklace, 24""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$18.00 	112	http://www.semiprecious.com/images/necklaces/prl42snd.jpg	$1.00 	3	y	$27.00 
"Pearl necklace with ethnic beads, 17"""	"Pearl necklace with ethnic beads, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$18.00 	129	http://www.semiprecious.com/images/necklaces/129.jpg	$1.00 	10	y	$27.00 
"Peridot necklace, round stones, 24"""	"Peridot  necklace, round stones, 24""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296358	$16.00 	37	http://www.semiprecious.com/images/necklaces/periodit.jpg	$1.00 	2	y	$24.00 
"Rose quartz necklace with golden rings, 17"""	"Rose quartz necklace with golden rings, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296358	$12.00 	148	http://www.semiprecious.com/images/necklaces/148.jpg	$1.00 	10	y	$18.00 
"Tiger eye necklace, 4 strands, 17"""	"Tiger eye necklace, 4 strands, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296366	$25.00 	16	http://www.semiprecious.com/images/necklaces/tig4sd19.jpg	$1.00 	2	y	$37.50 
"Aventurine (Indian jade) necklace, spherical stones, 17"""	"Aventurine (Indian jade) necklace, spherical stones, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296362	$10.00 	29	http://www.semiprecious.com/images/necklaces/jade34old.jpg	$1.00 	11	y	$15.00 
"Aventurine (Indian jade) necklace, spherical stones, 17"" (earrings included)"	"Aventurine (Indian jade) necklace, spherical stones, 17""  (matching earrings included)  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296362	$12.00 	29.1	http://www.semiprecious.com/images/necklaces/jade34.jpg	$1.00 	11	y	$18.00 
"Aventurine (Indian jade) necklace, square stones with golden rings, 17"""	"Aventurine (Indian jade) necklace, square stones with golden rings, 17""   For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296362	$10.00 	177	http://www.semiprecious.com/images/necklaces/177.jpg	$1.00 	10	y	$15.00 
"Black tiger eye and pearl necklace, 18"" "	"Black tiger eye and pearl necklace, 18""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$25.00 	137	http://www.semiprecious.com/images/necklaces/137.jpg	$1.00 	4	y	$37.50 
"Carnelian (orange) necklace, spherical stones, 17"""	"Carnelian (orange) necklace, spherical stones, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296358	$8.00 	56	http://www.semiprecious.com/images/necklaces/carnelian.jpg	$1.00 	24	y	$12.00 
Carnelian and bone bracelet	"Carnelian and bone bracelet, 20 cm  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296305	$6.00 	50	http://www.semiprecious.com/images/bracelets/brbncar.jpg	$1.00 	8	y	$9.00 
"Carnelian necklace with ethnic metal pieces, 17"""	"Carnelian necklace with ethnic metal pieces, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296340	$8.00 	35	http://www.semiprecious.com/images/necklaces/carn43old.jpg	$1.00 	6	y	$12.00 
"Carnelian necklace with ethnic metal pieces, 17"" (matching earrings included)"	"Carnelian necklace with ethnic metal pieces, 17"" (matching earrings included)  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296340	$10.00 	35.1	http://www.semiprecious.com/images/necklaces/carn43.jpg	$1.00 	6	y	$15.00 
"Citrine-topaz necklace, 17"""	"Citrine-topaz necklace, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296349	$13.00 	49	http://www.semiprecious.com/images/necklaces/topaz.jpg	$1.00 	10	y	$19.50 
"Double strand tiger eye necklace, 17"""	"Double strand tiger eye necklace, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296366	$20.00 	142	http://www.semiprecious.com/images/necklaces/142.jpg	$1.00 	5	y	$30.00 
"Garnet necklace, knotted, flat oval stones, 16"""	"Garnet necklace, knotted, flat oval stones, 16""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296352	$8.00 	32	http://www.semiprecious.com/images/necklaces/garn39.jpg	$1.00 	9	y	$12.00 
"Garnet necklace, round stones with ethnic spheres, 17"""	"Garnet necklace, round stones with ethnic spheres, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296352	$14.00 	67	http://www.semiprecious.com/images/necklaces/garethn.jpg	$1.00 	4	y	$21.00 
"Garnet necklace, round stones, 16"""	"Garnet necklace, round stones, 16""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a> International shipping: $3.50"	296352	$8.00 	48	http://www.semiprecious.com/images/necklaces/garnrd.jpg	$1.00 	12	y	$12.00 
"Iolite (blue/grey) necklace, 24"""	"Iolite (blue/grey) necklace, 24""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296353	$16.00 	143	http://www.semiprecious.com/images/necklaces/143.jpg	$1.00 	10	y	$24.00 
Jasper and bone bracelet	"Jasper and bone bracelet, elephant carving, 7 to 7.5""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296305	$6.00 	88	http://www.semiprecious.com/images/bracelets/jasprbrac.jpg	$1.00 	10	y	$9.00 
"Malachite (simulated) necklace and ethnic balls, 17"""	"Malachite (simulated) necklace and ethnic balls, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296340	$13.00 	57	http://www.semiprecious.com/images/necklaces/malethn.jpg	$1.00 	2	y	$19.50 
"Malachite (simulated) necklace, button shaped, 16"""	"Malachite (simulated) necklace, button shaped, 16""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296366	$8.00 	40	http://www.semiprecious.com/images/necklaces/mal49.jpg	$1.00 	4	y	$12.00 
Multi-stone and bone bracelet (flower engraving)	"Multi-stone and bone bracelet, flower engraving, 20 cm  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296305	$6.00 	54	http://www.semiprecious.com/images/bracelets/brstbn01.jpg	$1.00 	20	y	$9.00 
"Pearl and amethyst necklace, 17"""	"Pearl and amethyst necklace, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$12.00 	138	http://www.semiprecious.com/images/necklaces/138.jpg	$1.00 	10	y	$18.00 
"Pearl and amethyst necklace, 17"""	"Pearl and amethyst necklace, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$10.00 	108	http://www.semiprecious.com/images/necklaces/prlameth.jpg	$1.00 	5	y	$15.00 
"Pearl and elliptical aventurine (indian jade) necklace, 17"""	"Pearl and elliptical aventurine (indian jade) necklace, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$10.00 	106	http://www.semiprecious.com/images/necklaces/prljade1.jpg	$1.00 	2	y	$15.00 
"Pearl and elliptical simulated turquoise necklace, 17"""	"Pearl and elliptical simulated turquoise necklace, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$10.00 	98	http://www.semiprecious.com/images/necklaces/prlturq1.jpg	$1.00 	5	y	$15.00 
"Pearl and jasper necklace, 17"""	"Pearl and jasper necklace, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$10.00 	103	http://www.semiprecious.com/images/necklaces/prljasper.jpg	$1.00 	3	y	$15.00 
"Pearl and mixed spherical stones necklace, 17"""	"Pearl and mixed spherical stones necklace, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$10.00 	127	http://www.semiprecious.com/images/necklaces/127.jpg	$1.00 	5	y	$15.00 
"Pearl and rectangular goldstone necklace, 17"""	"Pearl and rectangular goldstone necklace, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$10.00 	102	http://www.semiprecious.com/images/necklaces/prlgoldsq.jpg	$1.00 	7	y	$15.00 
"Pearl and spherical aventurine (Indian jade) necklace, 17"""	"Pearl and spherical aventurine (indian jade) necklace, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$10.00 	122	http://www.semiprecious.com/images/necklaces/122.jpg	$1.00 	10	y	$15.00 
"Pearl and spherical simulated turquoise necklace, 17"""	"Pearl and spherical simulated turquoise necklace, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$10.00 	105	http://www.semiprecious.com/images/necklaces/prlturq2old.jpg	$1.00 	6	y	$15.00 
"Pearl and spherical simulated turquoise necklace, 17"" (earrings included)"	"Pearl and spherical simulated turquoise necklace, 17"" (matching earrings included)  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$12.00 	105.1	http://www.semiprecious.com/images/necklaces/prlturq2.jpg	$1.00 	6	y	$18.00 
"Pearl necklace with golden rings, 17"""	"Pearl necklace with golden rings, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$16.00 	34	http://www.semiprecious.com/images/necklaces/pearl41.jpg	$1.00 	15	y	$24.00 
"Pearl, ,jade, garnet, and goldstone necklace, 17"""	"Pearl, ,jade, garnet, and goldstone necklace, 17""  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$12.00 	104	http://www.semiprecious.com/images/necklaces/prljdgld.jpg	$1.00 	2	y	$18.00 
"Pearl, garnet, and aventurine necklace, 17"""	"Pearl, garnet, and aventurine necklace, 17""   For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296341	$10.00 	175	http://www.semiprecious.com/images/necklaces/175.jpg	$1.00 	2	y	$15.00 
White agate bracelet	"White agate bracelet, 20 cm  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296305	$6.00 	51	http://www.semiprecious.com/images/bracelets/brbnstwh.jpg	$1.00 	10	y	$9.00 
Bone and various stones in bracelet	"Bone and various stones in bracelet.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296305	$3.00 	15	http://www.semiprecious.com/images/bracelets/bonbrac.jpg	$1.00 	8	y	$4.50 
Mixed stone bracelet	"Mixed stone bracelet, 20 cm  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296305	$5.00 	14	http://www.semiprecious.com/images/bracelets/mixbrac.jpg	$1.00 	20	y	$7.50 
Multi-stone and bone bracelet (elephant engraving)	"Multi-stone and bone bracelet, elephant engraved, 20 cm  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296305	$6.00 	53	http://www.semiprecious.com/images/bracelets/brstbnel.jpg	$1.00 	15	y	$9.00 
"Silk thread earrings, blue, purple, white"	"Silk thread earrings, blue, purple, white, large.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $2.50"	296374	$4.00 	191	http://www.semiprecious.com/images/earrings/191.jpg	$0.55 	3	y	$6.00 
"Silk thread earrings, blue, white, purple, turquoise"	"Silk thread earrings, blue, white, purple, turquoise, small (pictured), also available in medium and large.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296374	$4.00 	114	http://www.semiprecious.com/images/earrings/114.jpg	$0.55 	5	y	$6.00 
"Silk thread earrings, brown, gold"	"Silk thread earrings, brown, gold, medium.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $2.50"	296374	$4.00 	189	http://www.semiprecious.com/images/earrings/189.jpg	$0.55 	2	y	$6.00 
"Silk thread earrings, gold, blue, white, red"	"Silk thread earrings, gold, blue, white, red, medium, also available in same design with green thread replacing blue thread.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $2.50"	296374	$4.00 	184	http://www.semiprecious.com/images/earrings/184.jpg	$0.55 	3	y	$6.00 
"Silk thread earrings, gold, red"	"Silk thread earrings, gold, red, large.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $2.50"	296374	$4.00 	181	http://www.semiprecious.com/images/earrings/181.jpg	$0.55 	3	y	$6.00 
"Silk thread earrings, green, yellow"	"Silk thread earrings, green, yellow, small  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296374	$4.00 	118	http://www.semiprecious.com/images/earrings/118.jpg	$0.55 	3	y	$6.00 
"Silk thread earrings, green, yellow, red"	"Silk thread earrings, green, yellow, red, small, also available with gold colored hooks & thread lining  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296374	$4.00 	116	http://www.semiprecious.com/images/earrings/116.jpg	$0.55 	2	y	$6.00 
"Silk thread earrings, green, yellow, red, black"	"Silk thread earrings, green, yellow, red, black, medium (pictured), large, small.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $2.50"	296374	$4.00 	188	http://www.semiprecious.com/images/earrings/188.jpg	$0.55 	10	y	$6.00 
"Silk thread earrings, multi-colored"	"Silk thread earrings, multi-colored, large (pictured), medium, some color variation between individual sets.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $2.50"	296374	$4.00 	182	http://www.semiprecious.com/images/earrings/182.jpg	$0.55 	4	y	$6.00 
"Silk thread earrings, orange, black, green"	"Silk thread earrings, orange, black, green, small.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $2.50"	296374	$4.00 	180	http://www.semiprecious.com/images/earrings/180.jpg	$0.55 	2	y	$6.00 
"Silk thread earrings, red & gold"	"Silk thread earrings, red & gold, small also available with gold colored hooks & thread lining, for a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296374	$4.00 	113	http://www.semiprecious.com/images/earrings/113.jpg	$0.55 	3	y	$6.00 
"Silk thread earrings, red, white, silver"	"Silk thread earrings, red, white, silver, small  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $3.50"	296374	$4.00 	117	http://www.semiprecious.com/images/earrings/117.jpg	$0.55 	2	y	$6.00 
"Silk thread earrings, turquoise, yellow, black, red"	"Silk thread earrings, turquoise, yellow, black, red, medium, large.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $2.50"	296374	$4.00 	183	http://www.semiprecious.com/images/earrings/183.jpg	$0.55 	4	y	$6.00 
"Silk thread earrings, white, black"	"Silk thread earrings, white, black, small   For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>International shipping: $2.50"	296374	$4.00 	178	http://www.semiprecious.com/images/earrings/178.jpg	$0.55 	3	y	$6.00 
"Silk thread earrings, white, grey, yellow"	"Silk thread earrings, white, grey, yellow, small (pictured), medium, large also available  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $2.50 "	296374	$4.00 	179	http://www.semiprecious.com/images/earrings/179.jpg	$0.55 	3	y	$6.00 
"Silk thread earrings, white, turquoise, black, red"	"Silk thread earrings, white, turquoise, black, red, small.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $2.50"	296374	$4.00 	186	http://www.semiprecious.com/images/earrings/186.jpg	$0.55 	2	y	$6.00 
"Indian Bindi, attractive black design"	"Indian bindis, beautiful accessory worn on forehead, East Indian tradition, 14 per package.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $2.00 "	172782	$1.00 	0.1	http://www.semiprecious.com/images/crafts/bindi01.jpg	$0.55 	8	y	$1.50 
"Indian Bindi, attractive multi-colored design"	"Indian bindis, a color for every outfit, beautiful accessory worn on forehead, East Indian tradition, 10 per package.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $2.00 "	172782	$1.50 	0.2	http://www.semiprecious.com/images/crafts/bindi02.jpg	$0.55 	19	y	$2.25 
"Indian Bindi, attractive black snake design"	"Indian bindis, beautiful accessory worn on forehead, East Indian tradition, 7 per package.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $2.00 "	172782	$1.00 	0.3	http://www.semiprecious.com/images/crafts/bindi03.jpg	$0.33 	9	y	$1.50 
"Indian Bindi, attractive multi-colored design"	"Indian bindis, beautiful accessory worn on forehead, East Indian tradition, 9 in package.  For a wide variety of beautiful indian jewelry, visit <a href=""http://www.semiprecious.com""> www.semiprecious.com </a>  International shipping: $2.00 "	172782	$1.50 	0.4	http://www.semiprecious.com/images/crafts/bindi04.jpg	$0.33 	5	y	$2.25 
